Symbol,Name,Coingecko,Address
0xaf9fe3b5ccdae78188b1f8b9a49da7ae9510f151,dHedge DAO (DHT),https://www.coingecko.com/en/coins/dhedge-dao
0x1db2466d9f5e10d7090e7152b68d62703a2245f0,Sonne Finance (SONNE),https://www.coingecko.com/en/coins/sonne-finance
0x9e1028f5f1d5ede59748ffcee5532509976840e0,Perpetual Protocol (PERP),https://www.coingecko.com/en/coins/perpetual-protocol
0x50c5725949a6f0c72e6c4a641f24049a917db0cb,Lyra Finance(LYRA),https://www.coingecko.com/en/coins/lyra-finance
0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,Velodrome (VELO),https://www.coingecko.com/en/coins/velodrome-finance
